Unnamed: 0,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
6535,DB42794,California,4362.931238,Yes,Premium,College,1/3/11,Employed,M,58842,Suburban,Married,110,6.0,74,0.0,1,Personal Auto,Personal L1,Offer2,Branch,528.0,Four-Door Car,Medsize,A
6536,KI56154,Nevada,9048.983447,Yes,Basic,High School or Below,1/24/11,Unemployed,M,0,Suburban,Married,119,9.0,8,0.0,3,Personal Auto,Personal L1,Offer2,Web,571.2,Sports Car,Medsize,A
6541,XG14438,Arizona,13727.79972,Yes,Extended,College,1/8/11,Unemployed,M,0,Suburban,Single,126,12.0,4,0.0,2,Personal Auto,Personal L3,Offer1,Agent,604.8,SUV,Medsize,
6553,ET47892,Oregon,12280.76661,Yes,Premium,College,1/1/11,Employed,M,88340,Suburban,Married,102,16.0,1,0.0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,Two-Door Car,Medsize,
6556,XC32316,Arizona,9657.579498,Yes,Extended,High School or Below,1/31/11,Unemployed,M,0,Suburban,Married,131,34.0,61,0.0,9,Corporate Auto,Corporate L1,Offer1,Agent,628.8,SUV,Medsize,
6563,WF91295,Oregon,4254.620669,Yes,Basic,High School or Below,2/3/11,Disabled,F,11904,Suburban,Single,61,34.0,11,2.0,3,Personal Auto,Personal L2,Offer1,Web,292.8,Two-Door Car,Small,
6567,MW48891,Washington,8007.399376,Yes,Basic,High School or Below,1/2/11,Unemployed,F,0,Suburban,Divorced,112,12.0,93,0.0,3,Personal Auto,Personal L3,Offer1,Web,537.6,,,
6577,VL58402,Washington,2580.849899,Yes,Basic,College,2/9/11,Employed,M,46900,Suburban,Married,66,13.0,59,0.0,1,Personal Auto,Personal L2,Offer2,Web,316.8,Four-Door Car,Medsize,
6584,QC93181,California,25464.82059,Yes,Extended,College,2/1/11,Retired,F,13663,Suburban,Single,97,1.0,66,0.0,2,Corporate Auto,Corporate L1,Offer1,Branch,465.6,Four-Door Car,Small,
6587,LC87490,Arizona,2248.449633,Yes,Basic,Bachelor,1/29/11,Retired,F,24910,Suburban,Single,63,7.0,63,1.0,1,Personal Auto,Personal L3,Offer1,Branch,347.857619,Four-Door Car,Medsize,A
6596,VX85673,Arizona,4250.282624,Yes,Basic,High School or Below,1/18/11,Unemployed,F,0,Suburban,Single,61,17.0,1,1.0,7,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Small,A
6598,AA16582,Washington,24127.50402,Yes,Basic,Bachelor,1/26/11,Medical Leave,M,14072,Suburban,Divorced,71,13.0,3,0.0,2,Personal Auto,Personal L2,Offer1,Agent,511.2,Four-Door Car,Medsize,A
6601,RO89785,Oregon,3508.569533,Yes,Extended,College,1/5/11,Medical Leave,M,20978,Suburban,Married,98,19.0,96,1.0,1,Personal Auto,Personal L3,Offer2,Branch,1176.2788,Four-Door Car,Small,
6602,VC70716,Arizona,9657.579498,Yes,Extended,High School or Below,1/31/11,Unemployed,M,0,Suburban,Married,131,34.0,61,0.0,9,Corporate Auto,Corporate L3,Offer1,Agent,628.8,SUV,Medsize,
6604,IJ50779,Washington,12298.6863,Yes,Basic,High School or Below,2/20/11,Medical Leave,M,17101,Suburban,Single,113,1.0,88,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,542.4,SUV,Medsize,
6607,VI14730,Oregon,8382.630118,Yes,Basic,High School or Below,2/4/11,Retired,M,19683,Suburban,Married,117,17.0,41,1.0,9,Personal Auto,Personal L2,Offer1,Web,561.6,,,A
6624,UH41125,Arizona,2227.072755,Yes,Basic,High School or Below,1/5/11,Retired,M,27972,Suburban,Married,61,7.0,38,0.0,1,Personal Auto,Personal L3,Offer3,Web,292.8,Four-Door Car,Medsize,A
6629,BV35683,Arizona,8256.2978,Yes,Basic,Bachelor,1/25/11,Employed,F,62902,Rural,Married,69,14.0,94,0.0,2,Personal Auto,Personal L3,Offer2,Web,159.383042,Two-Door Car,Medsize,A
6632,NU22358,Washington,5181.620895,Yes,Basic,Master,2/3/11,Employed,F,97131,Suburban,Married,64,5.0,80,0.0,6,Special Auto,Special L2,Offer2,Agent,307.2,Four-Door Car,Small,
6653,GR90142,Oregon,3808.122147,Yes,Extended,College,1/28/11,Employed,F,94903,Suburban,Married,94,3.0,38,0.0,1,Personal Auto,Personal L1,Offer2,Agent,451.2,Two-Door Car,Small,
6664,GA74551,Oregon,23594.6802,Yes,Basic,Bachelor,1/31/11,Employed,M,76358,Rural,Married,66,25.0,3,0.0,2,Personal Auto,Personal L1,Offer3,Agent,86.461582,Four-Door Car,Medsize,
6673,GQ20713,Nevada,4834.710493,Yes,Basic,College,1/31/11,Employed,F,38713,Suburban,Divorced,66,31.0,69,4.0,6,Personal Auto,Personal L3,Offer2,Call Center,316.8,Four-Door Car,Medsize,A
6691,LO40410,Oregon,2395.57,Yes,Basic,Doctor,1/27/11,Disabled,F,21986,Suburban,Divorced,63,1.0,9,0.0,1,Personal Auto,Personal L3,Offer2,Branch,333.696228,,,A
6695,CX34236,Oregon,9095.049868,Yes,Basic,College,1/11/11,Employed,M,37937,Suburban,Married,116,11.0,42,0.0,5,Personal Auto,Personal L2,Offer2,Call Center,556.8,SUV,Medsize,
6703,AS78838,California,2453.570794,Yes,Basic,Bachelor,2/9/11,Medical Leave,M,29735,Suburban,Single,69,3.0,92,0.0,1,Personal Auto,Personal L2,Offer1,Agent,331.2,Four-Door Car,Medsize,A
6732,MC69755,Washington,5678.050167,Yes,Extended,Bachelor,1/19/11,Unemployed,F,0,Suburban,Married,76,8.0,44,0.0,3,Personal Auto,Personal L3,Offer2,Agent,364.8,Four-Door Car,Small,A
6745,MO68226,California,7462.926263,Yes,Extended,College,1/28/11,Employed,F,70263,Rural,Married,93,30.0,66,0.0,5,Personal Auto,Personal L2,Offer2,Call Center,7.345946,Two-Door Car,Small,
6748,GO94903,Oregon,4770.550911,Yes,Basic,College,2/1/11,Medical Leave,F,12964,Suburban,Single,65,2.0,37,0.0,4,Personal Auto,Personal L3,Offer1,Web,362.774545,Two-Door Car,Medsize,
6777,CF44171,California,4334.064096,Yes,Extended,Bachelor,2/27/11,Retired,F,23904,Suburban,Single,123,1.0,67,3.0,1,Personal Auto,Personal L3,Offer1,Agent,590.4,SUV,Medsize,A
6782,OL82456,Oregon,3954.344534,Yes,Basic,Bachelor,2/25/11,Disabled,M,18375,Suburban,Married,103,8.0,50,0.0,1,Personal Auto,Personal L1,Offer1,Branch,535.080276,Sports Car,Large,A
6787,UY13430,Oregon,8879.790017,Yes,Basic,High School or Below,2/3/11,Employed,F,52583,Urban,Single,113,12.0,59,0.0,7,Special Auto,Special L2,Offer1,Agent,528.20086,SUV,Small,
6788,MP76478,Washington,8646.504109,Yes,Basic,High School or Below,1/2/11,Employed,F,64125,Urban,Married,108,3.0,44,0.0,3,Corporate Auto,Corporate L3,Offer2,Branch,369.818708,SUV,Large,A
6793,BU17847,Arizona,9075.768214,Yes,Basic,Master,1/26/11,Employed,M,37722,Rural,Single,116,8.0,23,0.0,8,Personal Auto,Personal L2,Offer1,Agent,158.077504,Sports Car,Medsize,
6799,IQ24777,Nevada,8044.872393,Yes,Basic,Bachelor,2/19/11,Employed,M,71391,Urban,Married,67,29.0,39,0.0,2,Personal Auto,Personal L2,Offer2,Agent,284.000172,Four-Door Car,Medsize,A
6809,TR40401,Oregon,5073.282126,Yes,Extended,Doctor,1/30/11,Employed,M,57709,Suburban,Married,125,10.0,26,0.0,1,Personal Auto,Personal L2,Offer2,Branch,600.0,SUV,Medsize,
6822,RA98783,Arizona,27789.69235,Yes,Extended,Bachelor,1/20/11,Employed,F,33806,Urban,Divorced,89,32.0,59,0.0,2,Corporate Auto,Corporate L3,Offer2,Web,395.729716,Four-Door Car,Medsize,A
6824,UO59377,Arizona,10083.48688,Yes,Extended,High School or Below,2/19/11,Retired,F,11828,Suburban,Divorced,90,18.0,84,0.0,2,Personal Auto,Personal L3,Offer1,Agent,571.479602,Four-Door Car,Large,
6831,FT86104,California,4650.063763,Yes,Basic,College,1/10/11,Retired,M,28215,Suburban,Single,65,15.0,26,0.0,3,Corporate Auto,Corporate L2,Offer1,Agent,468.0,Two-Door Car,Medsize,
6836,XV69290,California,22332.43946,Yes,Extended,College,1/11/11,Employed,M,49078,Suburban,Single,97,10.0,3,0.0,2,Corporate Auto,Corporate L2,Offer2,Branch,484.013411,Four-Door Car,Medsize,A
6837,DB16336,Nevada,2659.70565,Yes,Extended,College,2/19/11,Unemployed,F,0,Suburban,Divorced,87,4.0,4,3.0,1,Corporate Auto,Corporate L3,Offer2,Agent,420.041981,Four-Door Car,Medsize,A
6847,AL50693,Oregon,3567.503755,Yes,Basic,Bachelor,1/7/11,Unemployed,M,0,Suburban,Married,102,28.0,11,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,660.430456,SUV,Medsize,
6853,RF35142,Nevada,8257.666512,Yes,Basic,Bachelor,1/12/11,Disabled,F,23815,Suburban,Married,73,4.0,47,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,424.330166,Four-Door Car,Medsize,
6854,VZ23007,Oregon,5380.898636,Yes,Basic,College,2/24/11,Employed,F,55350,Suburban,Married,67,0.0,13,0.0,9,Personal Auto,Personal L2,Offer1,Agent,321.6,Four-Door Car,Medsize,A
6862,RR49534,Oregon,3265.156348,Yes,Extended,Bachelor,1/26/11,Employed,F,25820,Suburban,Divorced,82,10.0,69,0.0,1,Personal Auto,Personal L3,Offer1,Agent,393.6,Four-Door Car,Medsize,
6866,OE14751,Oregon,3528.044252,Yes,Extended,Doctor,2/1/11,Employed,M,31278,Suburban,Married,92,24.0,95,4.0,1,Personal Auto,Personal L3,Offer1,Branch,441.6,Two-Door Car,Medsize,
6869,MF74413,Oregon,9657.579498,Yes,Extended,High School or Below,1/31/11,Unemployed,M,0,Suburban,Married,131,34.0,61,0.0,9,Personal Auto,Personal L3,Offer1,Agent,628.8,SUV,Medsize,
6878,IP93821,California,3600.934326,Yes,Basic,High School or Below,2/25/11,Retired,F,25147,Suburban,Single,101,7.0,54,0.0,1,Personal Auto,Personal L1,Offer1,Agent,694.598288,SUV,Medsize,
6901,KB53430,Oregon,2227.072755,Yes,Basic,High School or Below,1/5/11,Retired,M,27972,Suburban,Married,61,7.0,38,0.0,1,Personal Auto,Personal L3,Offer3,Web,292.8,Four-Door Car,Medsize,A
6913,NB86870,Arizona,16468.22079,Yes,Basic,High School or Below,1/27/11,Unemployed,F,0,Suburban,Divorced,63,4.0,52,0.0,2,Personal Auto,Personal L3,Offer2,Agent,685.12694,Four-Door Car,Medsize,
6916,UD47050,Oregon,6005.214792,Yes,Extended,High School or Below,1/12/11,Employed,M,26876,Suburban,Single,76,17.0,72,0.0,8,Corporate Auto,Corporate L2,Offer1,Agent,364.8,Four-Door Car,Medsize,
6919,BP92643,Arizona,13770.97618,Yes,Premium,High School or Below,2/1/11,Employed,F,59207,Suburban,Single,116,23.0,21,0.0,2,Personal Auto,Personal L1,Offer1,Agent,556.8,,,A
6926,RK59543,California,5595.389905,Yes,Basic,High School or Below,2/5/11,Employed,F,74454,Suburban,Single,71,25.0,29,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,340.8,Four-Door Car,Medsize,
6930,FF77476,California,2397.036098,Yes,Basic,High School or Below,1/29/11,Retired,F,22283,Suburban,Divorced,65,16.0,93,0.0,1,Corporate Auto,Corporate L3,Offer1,Branch,572.072106,Four-Door Car,Medsize,
6933,KA61892,Arizona,3873.647046,Yes,Basic,College,1/20/11,Retired,M,28142,Suburban,Married,105,18.0,50,0.0,1,Personal Auto,Personal L3,Offer2,Agent,701.708239,Sports Car,Medsize,
6956,LT32391,California,11981.98481,Yes,Basic,Master,1/20/11,Retired,F,21514,Urban,Married,62,0.0,59,0.0,2,Personal Auto,Personal L3,Offer1,Agent,257.248789,Two-Door Car,Medsize,
6957,ZR88383,Nevada,5380.898636,Yes,Basic,College,2/24/11,Employed,F,55350,Suburban,Married,67,0.0,13,0.0,9,Personal Auto,Personal L1,Offer1,Agent,321.6,Four-Door Car,Medsize,A
6970,ZH55575,California,5217.513287,Yes,Basic,Bachelor,2/17/11,Employed,F,39854,Urban,Divorced,66,6.0,4,0.0,7,Corporate Auto,Corporate L3,Offer2,Web,261.930545,Two-Door Car,Medsize,
6973,RO70057,Nevada,6369.262355,Yes,Extended,High School or Below,1/20/11,Employed,M,34498,Suburban,Single,83,30.0,72,0.0,7,Personal Auto,Personal L1,Offer2,Branch,398.4,Two-Door Car,Small,
6975,QW21219,California,16468.22079,Yes,Basic,High School or Below,1/27/11,Unemployed,F,0,Suburban,Divorced,63,4.0,52,0.0,2,Corporate Auto,Corporate L1,Offer2,Agent,685.12694,Four-Door Car,Medsize,
6978,OU40102,Oregon,6503.397049,Yes,Extended,High School or Below,2/19/11,Disabled,F,22081,Suburban,Married,84,1.0,9,0.0,6,Special Auto,Special L1,Offer1,Agent,451.670309,Two-Door Car,Small,A
6981,AI74959,California,3933.813993,Yes,Basic,High School or Below,1/23/11,Employed,M,25927,Suburban,Single,103,6.0,20,0.0,1,Personal Auto,Personal L3,Offer2,Web,674.973614,SUV,Medsize,A
6991,FB80807,Oregon,5528.212807,Yes,Basic,Bachelor,1/19/11,Employed,M,36088,Suburban,Single,72,16.0,31,0.0,9,Personal Auto,Personal L3,Offer1,Agent,345.6,Four-Door Car,Medsize,A
6996,YC11951,Oregon,7519.133631,Yes,Extended,High School or Below,2/20/11,Employed,M,96306,Rural,Divorced,95,12.0,17,1.0,6,Corporate Auto,Corporate L2,Offer1,Agent,185.355353,Four-Door Car,Medsize,
7003,BQ94892,Oregon,3230.576665,Yes,Extended,College,1/5/11,Employed,M,62873,Urban,Divorced,81,0.0,41,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,207.75186,Four-Door Car,Medsize,
7015,TW12556,Oregon,4428.031583,Yes,Basic,High School or Below,1/29/11,Employed,F,58577,Urban,Married,110,6.0,62,0.0,1,Personal Auto,Personal L3,Offer1,Agent,303.872752,SUV,Medsize,A
7020,DZ45471,Nevada,7582.113842,Yes,Basic,College,2/3/11,Employed,M,64801,Urban,Married,64,23.0,19,0.0,2,Personal Auto,Personal L1,Offer2,Web,268.471802,Four-Door Car,Medsize,A
7032,RV14138,Nevada,4334.064096,Yes,Extended,Bachelor,2/27/11,Retired,F,23904,Suburban,Single,123,1.0,67,3.0,1,Personal Auto,Personal L3,Offer1,Agent,590.4,,,
7040,TE35954,Arizona,2674.730716,Yes,Basic,College,2/15/11,Employed,M,56342,Suburban,Single,69,12.0,89,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,331.2,Four-Door Car,Small,A
7062,LL95376,Washington,2759.978287,Yes,Basic,Bachelor,1/3/11,Employed,M,92296,Suburban,Married,69,4.0,65,0.0,1,Personal Auto,Personal L3,Offer2,Agent,331.2,Two-Door Car,Medsize,A
7075,EA55071,Arizona,4376.363592,Yes,Premium,Bachelor,2/28/11,Employed,F,63774,Rural,Divorced,111,18.0,63,0.0,1,Personal Auto,Personal L2,Offer2,Agent,60.036683,Four-Door Car,Medsize,
7076,YL74911,California,8714.922135,Yes,Basic,College,2/21/11,Unemployed,F,0,Suburban,Divorced,118,14.0,64,0.0,4,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Medsize,
7077,CF26207,California,7019.177186,Yes,Basic,College,1/23/11,Retired,M,26806,Suburban,Married,63,32.0,19,0.0,2,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize,A
7084,LU82585,Nevada,6366.225775,Yes,Extended,High School or Below,1/7/11,Employed,M,44368,Suburban,Married,80,5.0,72,0.0,3,Personal Auto,Personal L2,Offer2,Call Center,384.0,Two-Door Car,Large,A
7108,UL10037,Oregon,10484.91535,Yes,Extended,College,2/1/11,Employed,F,61108,Rural,Divorced,89,22.0,93,0.0,2,Corporate Auto,Corporate L1,Offer2,Agent,49.451117,Four-Door Car,Medsize,A
7123,WW16329,Oregon,10208.92761,Yes,Extended,College,2/14/11,Employed,F,35482,Suburban,Married,129,21.0,59,0.0,3,Corporate Auto,Corporate L1,Offer1,Branch,619.2,SUV,Medsize,
7132,ME84824,Arizona,5989.773931,Yes,Premium,College,1/19/11,Employed,M,66839,Suburban,Single,154,33.0,24,0.0,1,Personal Auto,Personal L3,Offer2,Branch,739.2,Sports Car,Medsize,A
7136,GU29647,Oregon,21423.63723,Yes,Basic,Bachelor,1/3/11,Unemployed,M,0,Suburban,Married,65,9.0,31,0.0,2,Personal Auto,Personal L2,Offer2,Agent,312.0,Two-Door Car,Medsize,
7142,PY51963,California,33473.34946,Yes,Basic,Bachelor,1/11/11,Employed,F,33190,Suburban,Divorced,106,18.0,95,0.0,2,Corporate Auto,Corporate L1,Offer1,Web,508.8,SUV,Medsize,A
7144,BX24569,California,3567.503755,Yes,Basic,Bachelor,1/7/11,Unemployed,M,0,Suburban,Married,102,28.0,11,0.0,1,Personal Auto,Personal L2,Offer2,Agent,660.430456,SUV,Medsize,A
7149,WE38399,California,4974.801539,Yes,Basic,Bachelor,1/18/11,Employed,M,75644,Suburban,Divorced,65,5.0,68,3.0,9,Personal Auto,Personal L1,Offer2,Branch,467.803638,Two-Door Car,Medsize,A
7164,CV29889,California,2393.915369,Yes,Basic,College,1/31/11,Unemployed,M,0,Suburban,Single,70,24.0,10,0.0,1,Personal Auto,Personal L3,Offer1,Branch,425.266308,Four-Door Car,Medsize,
7170,ET79815,California,5926.729379,Yes,Extended,College,1/25/11,Retired,M,23091,Suburban,Married,96,28.0,90,5.0,5,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,Medsize,A
7171,NE60110,Arizona,5989.773931,Yes,Premium,College,1/19/11,Employed,M,66839,Suburban,Single,154,33.0,24,0.0,1,Personal Auto,Personal L2,Offer2,Branch,739.2,Sports Car,Medsize,
7173,PY98958,Oregon,12036.62051,Yes,Basic,Bachelor,2/10/11,Employed,M,44428,Suburban,Single,104,17.0,61,0.0,2,Special Auto,Special L1,Offer1,Call Center,499.2,SUV,Medsize,A
7183,WD38067,California,10656.88195,Yes,Extended,Bachelor,2/27/11,Employed,F,72540,Suburban,Married,88,7.0,3,0.0,2,Personal Auto,Personal L2,Offer2,Call Center,631.743039,Two-Door Car,Medsize,
7187,UF73578,California,5838.89915,Yes,Basic,High School or Below,1/6/11,Employed,M,81082,Urban,Married,73,5.0,85,0.0,4,Personal Auto,Personal L2,Offer2,Agent,281.295903,Four-Door Car,Large,
7194,XZ51937,California,4626.801093,Yes,Basic,Master,1/16/11,Employed,F,79487,Suburban,Divorced,114,20.0,87,0.0,1,Personal Auto,Personal L1,Offer2,Branch,547.2,SUV,Medsize,
7207,ME83611,Nevada,2530.705137,Yes,Basic,Bachelor,1/21/11,Employed,F,89451,Rural,Single,63,11.0,2,0.0,1,Personal Auto,Personal L3,Offer2,Web,61.769564,Four-Door Car,Medsize,A
7211,LD68165,Arizona,26197.41498,Yes,Basic,High School or Below,1/15/11,Disabled,F,18495,Suburban,Married,113,10.0,15,0.0,2,Corporate Auto,Corporate L2,Offer1,Branch,542.4,SUV,Large,A
7226,OR28030,California,16979.79757,Yes,Basic,Bachelor,1/17/11,Employed,M,35095,Suburban,Divorced,73,25.0,56,0.0,2,Corporate Auto,Corporate L3,Offer2,Call Center,525.6,Two-Door Car,Small,
7228,ZL30083,Oregon,9048.983447,Yes,Basic,High School or Below,1/24/11,Unemployed,M,0,Suburban,Married,119,9.0,8,0.0,3,Personal Auto,Personal L1,Offer2,Web,571.2,Sports Car,Medsize,A
7234,QU69375,Nevada,5568.947534,Yes,Extended,High School or Below,1/1/11,Unemployed,M,0,Suburban,Single,79,21.0,53,1.0,7,Corporate Auto,Corporate L2,Offer1,Agent,407.440238,Two-Door Car,Medsize,A
7236,RE29131,Oregon,4349.30875,Yes,Basic,College,2/10/11,Employed,F,75648,Rural,Married,108,28.0,10,0.0,1,Personal Auto,Personal L2,Offer2,Branch,112.660916,SUV,Large,A
7238,QN60028,California,2759.978287,Yes,Basic,Bachelor,1/3/11,Employed,M,92296,Suburban,Married,69,4.0,65,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,331.2,Two-Door Car,Medsize,
7241,TY84623,California,9816.528302,Yes,Basic,College,1/28/11,Employed,M,37256,Rural,Married,62,15.0,7,0.0,2,Corporate Auto,Corporate L2,Offer1,Branch,128.969729,Four-Door Car,Medsize,A
7252,IS63817,California,6047.02516,Yes,Extended,College,2/19/11,Employed,M,20396,Suburban,Married,76,15.0,60,1.0,4,Corporate Auto,Corporate L2,Offer1,Branch,364.8,Four-Door Car,Medsize,
7255,PN98247,California,7840.165778,Yes,Extended,College,1/14/11,Employed,M,58414,Suburban,Single,210,7.0,24,2.0,1,Personal Auto,Personal L3,Offer2,Agent,1008.0,Luxury SUV,Small,A
7257,SP29219,California,3885.456401,Yes,Premium,College,2/28/11,Unemployed,M,0,Suburban,Married,105,3.0,92,0.0,1,Personal Auto,Personal L3,Offer1,Branch,504.0,Four-Door Car,Large,A
7272,JL52508,Oregon,5073.282126,Yes,Extended,Doctor,1/30/11,Employed,M,57709,Suburban,Married,125,10.0,26,0.0,1,Personal Auto,Personal L2,Offer2,Branch,600.0,SUV,Medsize,
7280,NH35059,Nevada,3885.456401,Yes,Premium,College,2/28/11,Unemployed,M,0,Suburban,Married,105,3.0,92,0.0,1,Corporate Auto,Corporate L3,Offer1,Branch,504.0,Four-Door Car,Large,
7287,KB99097,California,4462.997006,Yes,Basic,Bachelor,1/30/11,Unemployed,F,0,Suburban,Single,73,35.0,52,3.0,5,Special Auto,Special L3,Offer1,Web,350.4,Two-Door Car,Medsize,
7303,BN87372,Oregon,4974.801539,Yes,Basic,Bachelor,1/18/11,Employed,M,75644,Suburban,Divorced,65,5.0,68,3.0,9,Personal Auto,Personal L3,Offer2,Branch,467.803638,Two-Door Car,Medsize,
7320,TK38409,Nevada,2616.613903,Yes,Basic,College,2/25/11,Employed,M,72302,Suburban,Divorced,66,6.0,27,0.0,1,Personal Auto,Personal L3,Offer1,Agent,316.8,Two-Door Car,Medsize,
7328,UQ51981,Oregon,8879.790017,Yes,Basic,High School or Below,2/3/11,Employed,F,52583,Urban,Single,113,12.0,59,0.0,7,Personal Auto,Personal L3,Offer1,Agent,528.20086,SUV,Small,A
7334,HZ52656,Washington,2530.705137,Yes,Basic,Bachelor,1/21/11,Employed,F,89451,Rural,Single,63,11.0,2,0.0,1,Personal Auto,Personal L3,Offer2,Web,61.769564,Four-Door Car,Medsize,A
7340,JL21509,California,3508.569533,Yes,Extended,College,1/5/11,Medical Leave,M,20978,Suburban,Married,98,19.0,96,1.0,1,Personal Auto,Personal L3,Offer2,Branch,1176.2788,Four-Door Car,Small,
7343,TA34903,Oregon,5838.89915,Yes,Basic,High School or Below,1/6/11,Employed,M,81082,Urban,Married,73,5.0,85,0.0,4,Personal Auto,Personal L1,Offer2,Agent,281.295903,Four-Door Car,Large,
7346,QJ65091,Arizona,8007.399376,Yes,Basic,High School or Below,1/2/11,Unemployed,F,0,Suburban,Divorced,112,12.0,93,0.0,3,Corporate Auto,Corporate L1,Offer1,Web,537.6,Sports Car,Medsize,A
7356,CG90504,Oregon,4770.550911,Yes,Basic,College,2/1/11,Medical Leave,F,12964,Suburban,Single,65,2.0,37,0.0,4,Personal Auto,Personal L3,Offer1,Web,362.774545,Two-Door Car,Medsize,
7360,JH14651,Washington,3237.996209,Yes,Extended,Master,1/16/11,Employed,M,60244,Urban,Married,83,3.0,72,3.0,1,Personal Auto,Personal L3,Offer3,Agent,326.281835,Four-Door Car,Medsize,
7361,YD74214,California,3808.122147,Yes,Extended,College,1/28/11,Employed,F,94903,Suburban,Married,94,3.0,38,0.0,1,Personal Auto,Personal L2,Offer2,Agent,451.2,Two-Door Car,Small,A
7378,IL72707,California,3265.156348,Yes,Extended,Bachelor,1/26/11,Employed,F,25820,Suburban,Divorced,82,10.0,69,0.0,1,Personal Auto,Personal L2,Offer1,Agent,393.6,Four-Door Car,Medsize,A
7392,ID30085,Arizona,8007.399376,Yes,Basic,High School or Below,1/2/11,Unemployed,F,0,Suburban,Divorced,112,12.0,93,0.0,3,Personal Auto,Personal L2,Offer1,Web,537.6,Sports Car,Medsize,
7398,UQ67668,Nevada,5639.941974,Yes,Basic,High School or Below,1/10/11,Employed,M,73168,Suburban,Married,70,21.0,50,0.0,3,Personal Auto,Personal L3,Offer2,Agent,425.800112,,,A
7408,SJ87108,Arizona,4334.064096,Yes,Extended,Bachelor,2/27/11,Retired,F,23904,Suburban,Single,123,1.0,67,3.0,1,Corporate Auto,Corporate L3,Offer1,Agent,590.4,SUV,Medsize,A
7427,FY32213,California,5595.389905,Yes,Basic,High School or Below,2/5/11,Employed,F,74454,Suburban,Single,71,25.0,29,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,340.8,,,A
7433,KJ29915,California,5246.278375,Yes,Basic,Bachelor,1/21/11,Employed,F,28909,Suburban,Married,66,15.0,66,0.0,8,Personal Auto,Personal L2,Offer1,Agent,456.702735,Two-Door Car,Medsize,
7442,OD76309,Washington,7805.31287,Yes,Basic,College,1/27/11,Retired,F,21073,Suburban,Divorced,106,25.0,54,1.0,3,Personal Auto,Personal L3,Offer1,Agent,508.8,SUV,Small,A
7446,MN82687,Oregon,5470.060561,Yes,Extended,Bachelor,2/17/11,Employed,F,54507,Suburban,Married,138,20.0,11,0.0,1,Personal Auto,Personal L3,Offer2,Agent,702.990032,SUV,Medsize,A
